
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Unit,Split Total,Row Id,Type Id
11-09-2024,17178,HOME LOAN,HOME EQUITY,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,8908,
12-09-2024,-423.62,Automobile,Petrol,,,,jupiter petrol,clear,,Standard chartered Value back,,,1,PCS,,8879,
12-09-2024,-120.07,Personal,Hobbies,,,,airtel,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,8880,
12-09-2024,-260,Out Side Food,Snack,,,,gadhiya,clear,,SBI SALARY Account,,,1,PCS,,8881,
12-09-2024,-30,Groceries,vegetables and fruits,,,,vegetables,clear,,CSB Jupiter card,,,1,PCS,,8882,
12-09-2024,-228,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8883,
12-09-2024,-136,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8884,
12-09-2024,-1000,Out Side Food,Restaurant,,,,dinner with abhi,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8885,
13-09-2024,-286,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8886,
14-09-2024,-60,Out Side Food,Snack,,,,khaman,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8887,
14-09-2024,-28,Groceries,કર્યાણું,,,,grocery,clear,,CSB Jupiter card,,,1,PCS,,8888,
14-09-2024,-14980.0,Account Transfer,,Cash,Transfer:14-09-2024 14:13:45,,Finvasia,clear,,SBI218,,,,,,8890,
14-09-2024,14980,Income,Account Transfer,Cash,Transfer:14-09-2024 14:13:45,,SBI218,clear,,Finvasia,,,,,,8891,
14-09-2024,-288.81,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9135,
14-09-2024,-190,Groceries,Bakery items,Cash,,,bread,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9030,
15-09-2024,-1830,Vacation,Entry Fee,,,,statue of Unity,clear,,Flipkart AXISBANK,,,1,PCS,,8892,
15-09-2024,-570,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,statue of Unity,,1,PCS,,8893,
15-09-2024,-1108,Vacation,Food,,,,dinner @ sugar and spice,clear,,TATA NEU HDFC CREDIT CARD,statue of Unity,,1,PCS,,8894,
15-09-2024,-150,Vacation,Taxi,,,,auto rickshaw,clear,,My Cash,,,1,PCS,,8895,
15-09-2024,-200,Vacation,Food,,,,snack,clear,,My Cash,,,1,PCS,,8896,
16-09-2024,-500,Automobile,Petrol,,,,amaze petrol,clear,,Standard chartered Value back,,,1,PCS,,8897,
16-09-2024,-11350,Automobile,Maintenance,,,,amaze speaker  roof light  reverse horn,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8969,
16-09-2024,-600,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,statue of Unity,,1,PCS,,8898,
16-09-2024,-5400.00,Automobile,Other,,,,,clear,,My Cash,,,1,PCS,11350.00,9003,
16-09-2024,-5000.00,Automobile,Other,,,,,clear,,My Cash,,,1,PCS,11350.00,9004,
16-09-2024,-600.00,Automobile,Other,,,,,clear,,My Cash,,,1,PCS,11350.00,9005,
16-09-2024,-350.00,Lend,lend,,,,,clear,,My Cash,,,1,PCS,11350.00,9006,
16-09-2024,-74,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8903,
17-09-2024,-20000,Liability,Parents,,,,parents expenses,clear,,SBI SALARY Account,,,1,PCS,,8904,
17-09-2024,-50000.0,Account Transfer,,Cash,Transfer:17-09-2024 12:22:13,,SBI218,clear,,SBI SALARY Account,,,,,,8911,
17-09-2024,50000,Income,Account Transfer,Cash,Transfer:17-09-2024 12:22:13,,SBI SALARY Account,clear,,SBI218,,,,,,8912,
17-09-2024,-100,Out Side Food,Restaurant,,,,Manchurian,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8920,
17-09-2024,-105,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8921,
18-09-2024,-91029,Lend,lend,,,,abhi for ac,clear,,Flipkart AXISBANK,,,1,PCS,,9117,
18-09-2024,-10000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,8922,
18-09-2024,1129,Income,Part-time work,Cash,,,hair removal,clear,,Cosmetics Clinic,,,1,PCS,,8923,
18-09-2024,-1129.0,Account Transfer,,Cash,Transfer:18-09-2024 10:41:47,,SBI218,clear,,Cosmetics Clinic,,,,,,8924,
18-09-2024,1129,Income,Account Transfer,Cash,Transfer:18-09-2024 10:41:47,,Cosmetics Clinic,clear,,SBI218,,,,,,8925,
18-09-2024,-444.0,Account Transfer,,Cash,Transfer:2024-09-18 10:43:37,,Cosmetics Clinic,clear,,SBI SALARY Account,,,,,,8938,
18-09-2024,444,Income,Account Transfer,Cash,Transfer:2024-09-18 10:43:37,,SBI SALARY Account,clear,,Cosmetics Clinic,,,,,,8939,
18-09-2024,-444,Skin Clinic,drugs,Cash,,,drug,clear,,Cosmetics Clinic,,,1,PCS,,8928,
18-09-2024,-246.13,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,8929,
19-09-2024,-1200,Child Education,Auto fees,,,,School auto,clear,,SBI SALARY Account,,,1,PCS,,8930,
19-09-2024,-100,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8931,
19-09-2024,-202,Entertainment,Toys,,rubik cube,,toys,clear,,Flipkart AXISBANK,,,1,PCS,,8932,
20-09-2024,-29,Entertainment,,,,,jiocinema,clear,,SBI SALARY Account,,,1,PCS,,8940,
21-09-2024,-4500,Personal,Clothing,,2-2 my Krishna & nisarg night dress,,night dress,clear,,jupiter federal 7298,,,1,PCS,,8941,
21-09-2024,-128,Out Side Food,Snack,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8942,
21-09-2024,-200,Personal,Hobbies,,gor,,gorilla glass,clear,,CSB Jupiter card,,,1,PCS,,8943,
21-09-2024,-640,Personal,Clothing,,,,shocks  hanky,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8944,
21-09-2024,-2000,Lend,lend,,,,cash loans from Krishna,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8945,
21-09-2024,-70,Out Side Food,Drinks,Cash,,,ice cream,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8946,
21-09-2024,-190,Out Side Food,Snack,,,,egg stor,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8947,
22-09-2024,1100,Income,Part-time work,Cash,,,hair removal,clear,,Cosmetics Clinic,,,1,PCS,,8985,
22-09-2024,-1100.0,Account Transfer,,Cash,Transfer:03-10-2024 09:23:20,,SBI218,clear,,Cosmetics Clinic,,,,,,8986,
22-09-2024,1100,Income,Account Transfer,Cash,Transfer:03-10-2024 09:23:20,,Cosmetics Clinic,clear,,SBI218,,,,,,8987,
23-09-2024,-10000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,8977,
24-09-2024,-5000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,8978,
24-09-2024,-370,Automobile,Petrol,,,,jupiter petrol,clear,,Standard chartered Value back,,,1,PCS,,9066,
25-09-2024,-130,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8948,
25-09-2024,964,Income,Saving Interest,,,,saving intere,clear,,SBI SALARY Account,,,1,PCS,,8979,
25-09-2024,174,Income,Saving Interest,,,,saving intere,clear,,SBI218,,,1,PCS,,8988,
25-09-2024,-642,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,8949,
26-09-2024,-108.5,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,8950,
26-09-2024,425,Lend,lend,,,,cash loans from Krishna,clear,,Fi Federal 5181,,,1,PCS,,9110,
26-09-2024,-2000,Lend,lend,,,,cash loans from Krishna,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9147,
27-09-2024,-8000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,8980,
28-09-2024,84,Income,Saving Interest,,,,saving intere,clear,,Fi Federal 5181,,,1,PCS,,9111,
28-09-2024,379,Income,Saving Interest,,,,saving intere,clear,,jupiter federal 7298,,,1,PCS,,10524,
28-09-2024,-721,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,8951,
29-09-2024,-240,Out Side Food,Restaurant,,,,dinner,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9148,
30-09-2024,-110,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,8956,
30-09-2024,-2000,Household,Home Maintenance,,,,servant,clear,,SBI SALARY Account,,,1,PCS,,8981,
30-09-2024,-500,Lend,lend,,,,loan to pappa,clear,,SBI SALARY Account,,,1,PCS,,8982,
30-09-2024,-299,Entertainment,,,,,hotstar,clear,,SBI218,,,1,PCS,,8989,
30-09-2024,-642,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,9067,
30-09-2024,-190,Religious,Religious,,,,puja no saman,clear,,jupiter federal 7298,,,1,PCS,,8957,
30-09-2024,-400,Lend,lend,,,,loan to pappa,clear,,ONE CARD,,,1,PCS,,9123,
30-09-2024,-1999,Lend,lend,Cash,,,parlor loan,clear,,S.C. Smart Card,,,1,PCS,,8960,
30-09-2024,-5000.0,Account Transfer,,Cash,Transfer:30-09-2024 12:10:22,,My Cash,clear,,SBI SALARY Account,,,,,,8958,
30-09-2024,5000,Income,Account Transfer,Cash,Transfer:30-09-2024 12:10:22,,SBI SALARY Account,clear,,My Cash,,,,,,8959,
30-09-2024,100,Income,Cashback,Cash,,,cheq cashback,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,8963,
30-09-2024,-4706.81,Account Transfer,,Cash,Transfer:30-09-2024 13:20:01,,AIRTEL AXIS BANK CREDIT CARD,clear,,SBI SALARY Account,,,,,,9136,
30-09-2024,4706.81,Income,Account Transfer,Cash,Transfer:30-09-2024 13:20:01,,SBI SALARY Account,clear,,AIRTEL AXIS BANK CREDIT CARD,,,,,,9137,
30-09-2024,-642,Lend,lend,,,,loan to pappa,clear,,Standard chartered Value back,,,1,PCS,,8964,
30-09-2024,-33808,Lend,lend,,,,abhi for ac,clear,,HDFC FREEDOM Card,,,1,PCS,,9190,
30-09-2024,-586,Lend,lend,,,,loan to pappa,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9149,
01-10-2024,-2000,Lend,lend,,,,cash loans from Krishna,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9150,
01-10-2024,-556,Lend,lend,,,,loan to pappa,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9151,
02-10-2024,-692,Lend,lend,,,,loan to pappa,clear,,Standard chartered Value back,,,1,PCS,,9000,
02-10-2024,-4000,Automobile,Maintenance,,,,amaze tyre,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8965,
02-10-2024,-1860,Lend,lend,,tata sky recharge,,loan to pappa,clear,,S.C. Smart Card,,,1,PCS,,9120,
02-10-2024,-910,Out Side Food,Restaurant,,,,dinner,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8970,
02-10-2024,-100,Groceries,કર્યાણું,,,,મુખવાસ,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,8971,
03-10-2024,-6112.59,Account Transfer,,Cash,Transfer:03-10-2024 08:46:45,,Flipkart AXISBANK,clear,,SBI SALARY Account,,,,,,8974,
03-10-2024,6112.59,Income,Account Transfer,Cash,Transfer:03-10-2024 08:46:45,,SBI SALARY Account,clear,,Flipkart AXISBANK,,,,,,8975,
03-10-2024,141790,Income,Salary,,,,surat municipal corporation,clear,,SBI SALARY Account,,,1,PCS,,8976,
03-10-2024,-124,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9088,
03-10-2024,-32,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9089,
04-10-2024,-808.5,Lend,lend,,,,loan to pappa,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9007,
04-10-2024,-4500,Personal,Clothing,,4 dress,,Krishna clothes,clear,,CSB Jupiter card,,,1,PCS,,9008,
04-10-2024,-1050,Personal,Clothing,,1 dress,,Krishna clothes,clear,,CSB Jupiter card,,,1,PCS,,9009,
04-10-2024,-90,Out Side Food,Snack,,,,sandwich,clear,,CSB Jupiter card,,,1,PCS,,9010,
04-10-2024,-740,Vacation,Fuel,,,,Gujarat gas cng,clear,,My Cash,,,1,PCS,,9011,
05-10-2024,-158,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9090,
05-10-2024,-6490.0,Account Transfer,,Cash,Transfer:06-10-2024 12:13:52,,Standard chartered Value back,clear,,SBI SALARY Account,,,,,,9014,
05-10-2024,6490,Income,Account Transfer,Cash,Transfer:06-10-2024 12:13:52,,SBI SALARY Account,clear,,Standard chartered Value back,,,,,,9015,
05-10-2024,31.29,Loans,Appliance,,,,gst,clear,,Standard chartered Value back,,,1,PCS,,9299,
06-10-2024,-96,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9091,
06-10-2024,-79.0,Account Transfer,,Cash,Transfer:06-10-2024 12:13:18,,S.C. Smart Card,clear,,SBI SALARY Account,,,,,,9012,
06-10-2024,79,Income,Account Transfer,Cash,Transfer:06-10-2024 12:13:18,,SBI SALARY Account,clear,,S.C. Smart Card,,,,,,9013,
06-10-2024,-100,Out Side Food,Restaurant,,,,dinner,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9152,
06-10-2024,-400,Automobile,Maintenance,,,,car wash,clear,,SBI SALARY Account,,,1,PCS,,9052,
07-10-2024,-124,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9092,
07-10-2024,-36,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9093,
07-10-2024,-20,Out Side Food,Drinks,,,,soda,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9153,
08-10-2024,-2000,Lend,lend,,,,cash loans from Krishna,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9154,
09-10-2024,-1800,Household,Home Maintenance,,,,maintenance,clear,,SBI SALARY Account,,,1,PCS,,9016,
09-10-2024,-80,Out Side Food,Snack,,,,રસવાળા વાળા khamab,clear,,SBI SALARY Account,,,1,PCS,,9017,
09-10-2024,-120.07,Personal,Hobbies,,,,airtel,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9018,
09-10-2024,-240.14,Lend,lend,,,,loan to pappa,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9019,
09-10-2024,-3221.16,Utilities,Electric,,,,GEB,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9020,
09-10-2024,524,Income,Cashback,,,,airtel axis bank monthly cashback,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9021,
09-10-2024,-6380.4,Account Transfer,,Cash,Transfer:09-10-2024 15:18:49,,CSB Jupiter card,clear,,SBI SALARY Account,,,,,,9023,
09-10-2024,6380.4,Income,Account Transfer,Cash,Transfer:09-10-2024 15:18:49,,SBI SALARY Account,clear,,CSB Jupiter card,,,,,,9024,
09-10-2024,-126,Groceries,milk and dairy products,,,,milk,clear,,SBI SALARY Account,,,1,PCS,,9053,
10-10-2024,-200,Out Side Food,Restaurant,,,,dinner,clear,,SBI SALARY Account,,,1,PCS,,9025,
10-10-2024,-17178,HOME LOAN,HOME EQUITY,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,9026,
10-10-2024,-27371,HOME LOAN,EMI,,,,anand avenue,,,SBI SALARY Account,,,1,PCS,,9027,
10-10-2024,-116,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9094,
10-10-2024,550,Out Side Food,Restaurant,,,,dinner for utran,clear,,Fi Federal 5181,,,1,PCS,,9112,
10-10-2024,-28000,Personal,Education,,councelling fee,,neet pg,clear,,S.C. Smart Card,,,1,PCS,,9121,
10-10-2024,-40,Out Side Food,Drinks,,,,soda,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9155,
10-10-2024,550,Out Side Food,Restaurant,,hardik,,dinner for utran,clear,,My Cash,,,1,PCS,,9047,
11-10-2024,17178,HOME LOAN,HOME EQUITY,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,9028,
12-10-2024,-156,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9095,
12-10-2024,76,Income,Cashback,,,,flipkart monthly cashback,clear,,Flipkart AXISBANK,,,1,PCS,,9029,
12-10-2024,-20,Child Education,Stationary,Cash,,,worksheets xerox,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9156,
12-10-2024,-31626.0,Account Transfer,,Cash,Transfer:12-10-2024 18:23:21,,TATA NEU HDFC CREDIT CARD,clear,,SBI SALARY Account,,,,,,9032,
12-10-2024,31626,Income,Account Transfer,Cash,Transfer:12-10-2024 18:23:21,,SBI SALARY Account,clear,,TATA NEU HDFC CREDIT CARD,,,,,,9033,
12-10-2024,-70,Out Side Food,Restaurant,,,,allu puri,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9045,
13-10-2024,-184.08,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9221,
13-10-2024,-128,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9096,
13-10-2024,-567,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,9035,
14-10-2024,-100,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9097,
14-10-2024,-250,Child Education,Stationary,Cash,,,worksheets xerox,clear,,SBI SALARY Account,,,1,PCS,,9036,
14-10-2024,-220.55,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9037,
14-10-2024,-2000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9050,
14-10-2024,-3000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9051,
15-10-2024,-500,Automobile,Petrol,,,,amaze petrol,clear,,Standard chartered Value back,,,1,PCS,,9038,
15-10-2024,-345,Out Side Food,Restaurant,,,,premvati,clear,,SBI SALARY Account,,,1,PCS,,9043,
15-10-2024,-40,Lend,lend,,,,coco,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9044,
15-10-2024,-236,annual charges,renewal fees,,,,amc,clear,,SBI SALARY Account,,,1,PCS,,9049,
16-10-2024,-140,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9098,
16-10-2024,3000,Income,,,,,statue of unity contribution,clear,,Fi Federal 5181,,,1,PCS,,9113,
16-10-2024,-400,Automobile,Petrol,,,,jupiter petrol,clear,,Standard chartered Value back,,,1,PCS,,9039,
16-10-2024,-100,Lend,lend,,,,coco,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9041,
16-10-2024,-8000,Lend,lend,,for cycle,,abhi,clear,,Flipkart AXISBANK,,,1,PCS,,9042,
17-10-2024,-120.07,Personal,Hobbies,,,,airtel,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9054,
17-10-2024,-575,Utilities,Gas,,,,Gujarat gas,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9055,
17-10-2024,-499.23,Donation,,,,,celebration at uhc,clear,,SBI SALARY Account,,,1,PCS,,9102,
17-10-2024,4561,Income,Cashback,,,,flipkart monthly cashback,clear,,Flipkart AXISBANK,,,1,PCS,,9056,
17-10-2024,-120,Out Side Food,Drinks,,,,Lassi,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9057,
18-10-2024,-140,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9099,
18-10-2024,-51.29,Uncategorized,,,,,fuel surcharge,clear,,Standard chartered Value back,,,1,PCS,,9141,
18-10-2024,-110,Out Side Food,Restaurant,,,,pavbhaji,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9058,
19-10-2024,-13720.0,Account Transfer,,Cash,Transfer:hyundai ipo,,Zerodha,clear,,SBI SALARY Account,,,,,,9059,
19-10-2024,13720,Income,Account Transfer,Cash,Transfer:hyundai ipo,,SBI SALARY Account,clear,,Zerodha,,,,,,9060,
19-10-2024,-153,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9061,
19-10-2024,200,Income,Cashback,Cash,,,cashback,clear,,jupiter federal 7298,,,1,PCS,,9062,
19-10-2024,-158.30,PENALTY,,,,,purchase interest,clear,,Standard chartered Value back,,,1,PCS,,9297,
19-10-2024,-35.06,Loans,Appliance,,,,gst,clear,,Standard chartered Value back,,,1,PCS,,9298,
19-10-2024,194.80,PENALTY,,,,,purchase interest,clear,,Standard chartered Value back,,,1,PCS,,9300,
19-10-2024,-4000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9063,
19-10-2024,-1000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9064,
20-10-2024,50000,Lend,lend,,,,abhi for ac,clear,,Fi Federal 5181,,,1,PCS,,9114,
20-10-2024,-651,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,9065,
20-10-2024,-174.08,Out Side Food,Restaurant,,,,zomato,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9068,
20-10-2024,-140,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9080,
21-10-2024,-150,Personal,Hobbies,,,,gorilla glass,clear,,SBI SALARY Account,,,1,PCS,,9069,
21-10-2024,-29,Entertainment,,,,,jiocinema,clear,,SBI SALARY Account,,,1,PCS,,9070,
21-10-2024,-3750,Personal,Gift,,,,vraj gift,clear,,SBI SALARY Account,,,1,PCS,,9071,
21-10-2024,-1200,Child Education,Auto fees,,,,School auto,clear,,SBI SALARY Account,,,1,PCS,,9072,
21-10-2024,-280,Out Side Food,Snack,,,,farshan,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9073,
21-10-2024,-480,Groceries,vegetables and fruits,,,,fruits,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9074,
21-10-2024,-1000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9075,
21-10-2024,-136,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9081,
22-10-2024,-200,Personal,Personal Care,,,,hair cut,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9076,
22-10-2024,-660,Health Care,Eye Care,,,,spectacles,clear,,TATA NEU HDFC CREDIT CARD,Nisarg,,1,PCS,,9077,
22-10-2024,-300,Personal,Personal Care,,,,hair cut,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9078,
22-10-2024,-155,Out Side Food,Restaurant,,,,dinner,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9079,
22-10-2024,-3124.28,Groceries,shopping mall,,,,metro mall,clear,,CSB Jupiter card,,,1,PCS,,9082,
22-10-2024,-800,Personal,Clothing,,gift for varj,,nisarg cloths,clear,,CSB Jupiter card,,,1,PCS,,9083,
23-10-2024,-112,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9100,
23-10-2024,-1352,Personal,Clothing,,2  leggings panty,,Krishna legging,clear,,SBI SALARY Account,,,1,PCS,,9084,
23-10-2024,-160,Out Side Food,Drinks,Cash,,,ice cream,clear,,CSB Jupiter card,,,1,PCS,,9085,
24-10-2024,1,Tax,,,,,account verification,clear,,Fi Federal 5181,,,1,PCS,,9324,
24-10-2024,-54,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9101,
24-10-2024,20000,Lend,lend,,,,abhi for ac,clear,,SBI SALARY Account,,,1,PCS,,9103,
24-10-2024,1,Lend,lend,,,,abhi for ac,clear,,Fi Federal 5181,,,1,PCS,,9115,
24-10-2024,30000,Lend,lend,,,,abhi for ac,clear,,Fi Federal 5181,,,1,PCS,,9116,
24-10-2024,-703,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,9122,
25-10-2024,141271,Income,Salary,,,,surat municipal corporation,clear,,SBI SALARY Account,,,1,PCS,,9104,
25-10-2024,-7000,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,9086,
26-10-2024,-290.37,Groceries,shopping mall,,,,bigbasket,clear,,AIRTEL AXIS BANK CREDIT CARD,,,1,PCS,,9222,
26-10-2024,-565,Child Education,Stationary,,,,olympiad books,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,9293,
26-10-2024,-96,Groceries,milk and dairy products,,,,milk,clear,,CSB Jupiter card,,,1,PCS,,9161,
27-10-2024,-60,Out Side Food,Snack,,,,રસવાળા વાળા khamab,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9087,
27-10-2024,-20000,Liability,Parents,,,,parents expenses,clear,,SBI SALARY Account,,,1,PCS,,9105,
27-10-2024,-3426,Lend,lend,,,,loan to pappa,clear,,S.C. Smart Card,,,1,PCS,,9106,
27-10-2024,-10960,Lend,lend,,by mistake,,loan to pappa,clear,,SBI SALARY Account,,,1,PCS,,9107,
27-10-2024,-92985.0,Account Transfer,,Cash,Transfer:27-10-2024 10:25:13,,Flipkart AXISBANK,clear,,Fi Federal 5181,,,,,,9287,
27-10-2024,92985,Income,Account Transfer,Cash,Transfer:27-10-2024 10:25:13,,Fi Federal 5181,clear,,Flipkart AXISBANK,,,,,,9288,
27-10-2024,-400.0,Account Transfer,,Cash,Transfer:27-10-2024 10:54:12,,ONE CARD,clear,,SBI SALARY Account,,,,,,9124,
27-10-2024,400,Income,Account Transfer,Cash,Transfer:27-10-2024 10:54:12,,SBI SALARY Account,clear,,ONE CARD,,,,,,9125,
27-10-2024,1000,Income,Cashback,Cash,,,cashback,clear,,Standard chartered Value back,,,1,PCS,,9142,
28-10-2024,-1270,Entertainment,Toys,,,,cracker,clear,,SBI SALARY Account,,,1,PCS,,9132,
28-10-2024,35.06,Loans,Appliance,,,,gst,clear,,Standard chartered Value back,,,1,PCS,,9301,
29-10-2024,-627,Vacation,Fuel,,,,Gujarat gas cng,clear,,Standard chartered Value back,,,1,PCS,,9126,
29-10-2024,-35,Out Side Food,Restaurant,,,,allu puri,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9127,
29-10-2024,-140,Automobile,Maintenance,,,,jupiter speed cable,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9128,
29-10-2024,-640,Entertainment,Toys,,,,cracker,clear,,SBI SALARY Account,,,1,PCS,,9129,
29-10-2024,-650,Health Care,Eye Care,,2 nisarg pair,,spectacles,clear,,TATA NEU HDFC CREDIT CARD,,,1,PCS,,9130,
29-10-2024,-360,Entertainment,Toys,,,,cracker,clear,,SBI SALARY Account,,,1,PCS,,9131,
