
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Unit,Split Total,Row Id,Type Id
01-01-1970,-52000,Uncategorized,,,School fee,,,clear,,$ShoppingList,,,1,PCS,,4453,My Cash
14-06-2020,-74.75,Loans,GST,,,,carrier ac,,,HDFC FREEDOM Card,,,1,PCS,,53,
29-06-2020,-651,Groceries,કર્યાણું,,,,bhagirath General store,unclear,,Tata Star Titanium Sbi Card,,,1,PCS,,121,
02-07-2020,-6726,Insurance,Health,,,,New India insurance,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,119,
02-07-2020,-120,Utilities,Telephone,,,,Vodafone,cleared,,Tata Star Titanium Sbi Card,Krishna,,1,PCS,,120,
02-07-2020,17,Income,,,,,cred,clear,,HDFC FREEDOM Card,,,1,PCS,,2037,
04-07-2020,7430.00,Income,Initial Balance,,Initial Balance,,,Cleared,,My Cash,,,,,,1,
04-07-2020,-3000,Young collection,Office Furniture,,Wood for counter,,Young collection,,,My Cash,,,1,PCS,,48,
07-07-2020,-240,Young collection,Office Furniture,,sliding channels,,Young collection,,,My Cash,,,1,PCS,,49,
09-07-2020,18,Income,Initial Balance,,Initial Balance,,,Cleared,,Citi Rewards Card,,,,,,2,
09-07-2020,6,Income,Initial Balance,,Initial Balance,,,Cleared,,Tata Star Titanium Sbi Card,,,,,,3,
09-07-2020,,Income,Initial Balance,,Initial Balance,,,Cleared,,HDFC FREEDOM Card,,,,,,4,
09-07-2020,5524.95,Income,Initial Balance,,Initial Balance,,,Cleared,,Zerodha,,,,,,5,
09-07-2020,49955.97,Income,Initial Balance,,Initial Balance,,,Cleared,,SBI SALARY Account,,,,,,6,
09-07-2020,4101.92,Income,Initial Balance,,Initial Balance,,,Cleared,,SBI218,,,,,,7,
09-07-2020,30,Income,Initial Balance,,Initial Balance,,,Cleared,,Freecharge,,,,,,8,
09-07-2020,696.13,Income,Initial Balance,,Initial Balance,,,Cleared,,PayTM,,,,,,9,
09-07-2020,292,Income,Initial Balance,,Initial Balance,,,Cleared,,Google Pay,,,,,,10,
09-07-2020,91.64,Income,Initial Balance,,Initial Balance,,,Cleared,,Payzapp,,,,,,11,
09-07-2020,,Income,Initial Balance,,Initial Balance,,,Cleared,,PhonePe,,,,,,12,
09-07-2020,-30,Utilities,Telephone,,,,Vodafone,cleared,,Freecharge,Krishna,,1,PCS,,335,
09-07-2020,-500.00,Child Education,Private Tuition,Cash,,,Private tuition,Cleared,,My Cash,,,1,PCS,,13,
09-07-2020,-30,Groceries,milk and dairy products,Cash,butter milk,,,Cleared,,My Cash,,,2,PCS,,14,
09-07-2020,-330,Automobile,Petrol,,30720,,jupiter petrol,,,My Cash,jupiter,,4.25,L,,15,
09-07-2020,-240,Young collection,Office Furniture,,color counter,,Young collection,,,My Cash,,,1,PCS,,16,
09-07-2020,-30,Groceries,Eggs,,,,egg stor,,,My Cash,,,6,PCS,,17,
09-07-2020,-50,Household,Consumables,,,,all @ 20,,,My Cash,,,1,PCS,,18,
09-07-2020,-13,Groceries,milk and dairy products,,,,Amul parlour,,,PayTM,,,2,PCS,,19,
09-07-2020,-25,Groceries,milk and dairy products,,curd,,Amul parlour,,,PayTM,,,1,PCS,,20,
10-07-2020,100,Income,Cashback,Cash,,,paytm,,,Citi Rewards Card,,,1,PCS,,115,
10-07-2020,-17178,Home Loan,Home Equity,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,21,
10-07-2020,-1953.2,Account Transfer,,,Transfer:12-07-2020 10:53:12,,SBI SALARY Account,,,Motilal oswal,,,,,,28,
10-07-2020,1953.20,Income,Account Transfer,,Transfer:12-07-2020 10:53:12,,Motilal oswal,,,SBI SALARY Account,,,,,,29,
10-07-2020,-27371,Home Loan,Home Equity,,,,anand avenue,,,SBI SALARY Account,,,1,PCS,,24,
10-07-2020,-30,Groceries,Eggs,,,,egg stor,,,My Cash,,,6,PCS,,22,
11-07-2020,-200.0,Account Transfer,,Cash,Transfer:12-07-2020 10:45:31,,Home cash,,,My Cash,,,,,,25,
11-07-2020,200,Income,Account Transfer,Cash,Transfer:12-07-2020 10:45:31,,My Cash,,,Home cash,,,,,,26,
11-07-2020,-26,Groceries,milk and dairy products,,,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,30,
11-07-2020,-46,Groceries,milk and dairy products,,,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,23,
12-07-2020,2953.20,Income,Initial Balance,,Initial Balance,,,Cleared,,Motilal oswal,,,,,,27,
12-07-2020,-108,Groceries,milk and dairy products,,,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,31,
13-07-2020,11000.00,Income,Equities,,550x20,,Deepak Nitrite,,2020-07-13-11-47-00-110.jpg,Zerodha,,,1,PCS,,32,
13-07-2020,17178,Income,Home equity,,,,maxgain gain,,,SBI218,,,1,PCS,,33,
13-07-2020,1000,Income,Account Transfer,Cash,reversal of ledger balance,,Motilal oswal,,,SBI SALARY Account,,,,,,89,
13-07-2020,-1000.0,Account Transfer,,Cash,Transfer:21-07-2020 17:11:27,,SBI SALARY Account,,,Motilal oswal,,,,,,88,
13-07-2020,-104,Groceries,milk and dairy products,,butter milk,,Amul parlour,,,My Cash,,,8,PCS,,34,
13-07-2020,-50,Automobile,Maintenance,,,,alto antenna,,,My Cash,,,1,PCS,,35,
13-07-2020,-420,Automobile,CNG,,8 kg,,Gujarat gas cng,,,PayTM,,,1,PCS,,42,
14-07-2020,-251.00,Groceries,vegetables and fruits,,,,vegetables,,,My Cash,,,1,PCS,,36,
14-07-2020,-55,Groceries,કર્યાણું,,,,flour mil,,,My Cash,,,1,PCS,,37,
14-07-2020,-11.46,Equity Cash Market,Tax over equity,,,,Deepak Nitrite,,,Zerodha,,,1,PCS,,39,
14-07-2020,-319.91,Loans,Appliance,,,,carrier ac interest,,,HDFC FREEDOM Card,,,1,PCS,,54,
14-07-2020,-1360.55,Loans,Appliance,,,,carrier ac principal,,,HDFC FREEDOM Card,,,1,PCS,,55,
14-07-2020,-30,Groceries,Eggs,,,,egg stor,,,My Cash,,,1,PCS,,40,
14-07-2020,-57.58,Loans,GST,,,,carrier ac,cleared,,HDFC FREEDOM Card,,,1,PCS,,274,
14-07-2020,-500,Young collection,Dress supplies,,,,Young collection,Buy,2020-07-14-19-34-00-362.jpg,My Cash,,,1,PCS,,41,
14-07-2020,-100,Entertainment,Toys,,,,clay,,,PayTM,Nisarg,,1,PCS,,43,
14-07-2020,-11000,Young collection,Dress supplies,,,,Young collection,Buy,2020-07-14-19-45-00-963.jpg,SBI218,,,1,PCS,,44,
14-07-2020,-260,Groceries,,,,,breadliner,,,Tata Star Titanium Sbi Card,,,1,PCS,,45,
14-07-2020,-440,Groceries,milk and dairy products,,cheez  milk  butter milk,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,47,
15-07-2020,-800,Automobile,Maintenance,,,,alto tape repair,,,My Cash,,,1,PCS,,50,
15-07-2020,-100,Utilities,Telephone,,,,airtel sim,,,My Cash,Krishna,,1,PCS,,51,
15-07-2020,-1738.0,Account Transfer,,Cash,Transfer:15-07-2020 18:15:13,,HDFC FREEDOM Card,,,SBI SALARY Account,,,,,,56,
15-07-2020,1738,Income,Account Transfer,Cash,Transfer:15-07-2020 18:15:13,,SBI SALARY Account,,,HDFC FREEDOM Card,,,,,,57,
15-07-2020,7,Income,Promotonal,,,,cred,,,HDFC FREEDOM Card,,,1,PCS,,58,
15-07-2020,-15.93,Equity Cash Market,DP Charges for Sale,,,,Deepak Nitrite,,,Zerodha,,,1,PCS,,62,
16-07-2020,348.75,Income,Account Transfer,Cash,BEING GST Value Pack Scheme Reversal,,Motilal oswal,,,Motilal oswal,,,1,PCS,,90,
16-07-2020,1937.50,Income,Account Transfer,Cash,Value Pack Scheme Reversal,,Motilal oswal,,,Motilal oswal,,,1,PCS,,91,
16-07-2020,-90.00,Equity Cash Market,Tax over equity,Cash,9||BEING GST Value Pack Cancellation||Charges,,Motilal oswal,,,Motilal oswal,,,1,PCS,,92,
16-07-2020,-500,Equity Cash Market,Tax over equity,Cash,Value Pack Cancellation Charges,,Motilal oswal,,,Motilal oswal,,,1,PCS,,93,
16-07-2020,-50,Groceries,Eggs,,,,egg stor,,,My Cash,,,12,PCS,,59,
16-07-2020,-5930,Equity Cash Market,,,10x593,,Iol chemicals,,2020-07-16-20-33-00-381.jpg,Zerodha,,,10,PCS,,61,
16-07-2020,-7.24,Equity Cash Market,Tax over equity,,,,Iol chemicals,,,Zerodha,,,1,PCS,,63,
17-07-2020,2600,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,64,
17-07-2020,-200,Donation,Religious,,બોણી,,Young collection,,,My Cash,,,1,PCS,,65,
17-07-2020,-765,Groceries,shopping mall,,,,ghanshyam bakery,,,Tata Star Titanium Sbi Card,,,1,PCS,,66,
17-07-2020,-7900,Young collection,Dress supplies,,,,Young collection,Buy,2020-07-17-17-52-00-274.jpg,SBI218,,,1,PCS,,67,
17-07-2020,-2460,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,68,
17-07-2020,-79,Groceries,milk and dairy products,,,,Amul parlour,,,My Cash,,,1,PCS,,69,
17-07-2020,-70,Groceries,vegetables and fruits,,tomato  capsicum  corn,,vegetables,,,My Cash,,,1,PCS,,70,
17-07-2020,-39,Groceries,milk and dairy products,,butter milk,,Amul parlour,,,My Cash,,,1,PCS,,74,
18-07-2020,-28.03,Uncategorized,,,Initial Balance,,,Cleared,,RBL Bank titanium delight card,,,,,,75,
18-07-2020,1,Income,Promotonal,,,,cred,,,RBL Bank titanium delight card,,,1,PCS,,78,
18-07-2020,19.5,Income,Equities,,6.5x3,,reliance,,,SBI SALARY Account,,,1,PCS,,71,
18-07-2020,-217,Household,Consumables,,soap,,shiv shakti super store,,,SBI SALARY Account,,,1,PCS,,72,
18-07-2020,600,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,73,
18-07-2020,-28.03,Account Transfer,,Cash,Transfer:18-07-2020 21:01:38,,RBL Bank titanium delight card,,,SBI SALARY Account,,,,,,76,
18-07-2020,28.03,Income,Account Transfer,Cash,Transfer:18-07-2020 21:01:38,,SBI SALARY Account,,,RBL Bank titanium delight card,,,,,,77,
19-07-2020,-26,Groceries,milk and dairy products,,butter milk,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,79,
19-07-2020,-10,Groceries,vegetables and fruits,,onion,,shiv shakti super store,,,SBI SALARY Account,,,1,PCS,,80,
19-07-2020,-20,Out Side Food,Snack,,,,શીંગ દાણા,,,My Cash,,,1,PCS,,81,
19-07-2020,-50,Health Care,Other,,,,praga news,,,My Cash,,,1,PCS,,82,
20-07-2020,-10,Automobile,Maintenance,,,,jupiter Air,,,My Cash,,,1,PCS,,83,
20-07-2020,-92,Groceries,milk and dairy products,,,,Amul parlour,,,SBI SALARY Account,,,4,PCS,,84,
20-07-2020,-60,Groceries,કર્યાણું,,,,shiv shakti super store,,,SBI SALARY Account,,,1,PCS,,85,
20-07-2020,-50,Groceries,Eggs,,,,egg stor,,,My Cash,,,1,PCS,,86,
20-07-2020,1100,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,87,
22-07-2020,-5285,Equity Cash Market,,,52.5x100,,hathway,,2020-07-22-09-49-00-102.jpg,Zerodha,,,100,PCS,,102,
22-07-2020,-6.22,Equity Cash Market,Tax over equity,,,,hathway,,,Zerodha,,,1,PCS,,103,
22-07-2020,-696.25,Account Transfer,,Cash,Transfer:ledger balance transfer,,SBI SALARY Account,,,Motilal oswal,,,,,,94,
22-07-2020,696.25,Income,Account Transfer,Cash,Transfer:ledger balance transfer,,Motilal oswal,,,SBI SALARY Account,,,,,,95,
22-07-2020,-26,Groceries,milk and dairy products,,,,Amul parlour,,,SBI SALARY Account,,,1,PCS,,96,
22-07-2020,-70,Groceries,કર્યાણું,,ગોળ salt,,shiv shakti super store,,,SBI SALARY Account,,,1,PCS,,97,
22-07-2020,-10,Out Side Food,Snack,,,,shiv shakti super store,,,SBI SALARY Account,,,1,PCS,,98,
22-07-2020,5,Income,Promotonal,,,,google pay,,,SBI218,,,1,PCS,,99,
22-07-2020,8,Income,Promotonal,,,,google pay,,,SBI218,,,1,PCS,,101,
24-07-2020,-100,Personal,Gift,,,,રાખડી,,,My Cash,Krishna,,1,PCS,,104,
24-07-2020,-130,Groceries,vegetables and fruits,,,,fruits,,,My Cash,,,1,PCS,,105,
24-07-2020,-70,Personal,Gift,,,,રાખડી,,,My Cash,,,1,PCS,,106,
24-07-2020,3700,Lend,lend,Cash,,,Krishna,cleared,,My Cash,,,1,PCS,,108,
24-07-2020,-2000.0,Account Transfer,,Cash,Transfer:for bajrang textiles,,SBI SALARY Account,,,SBI218,,,,,,109,
24-07-2020,2000,Income,Account Transfer,Cash,Transfer:for bajrang textiles,,SBI218,,,SBI SALARY Account,,,,,,110,
24-07-2020,-8000.0,Account Transfer,,Cash,Transfer:for bajrang textiles 24-07-2020 18:24:17,,My Cash,,,SBI SALARY Account,,,,,,111,
24-07-2020,8000,Income,Account Transfer,Cash,Transfer:for bajrang textiles 24-07-2020 18:24:17,,SBI SALARY Account,,,My Cash,,,,,,112,
24-07-2020,-11700,Young collection,Dress supplies,,,,Young collection,,2020-07-24-18-25-00-249.jpg,My Cash,,,1,PCS,,113,
24-07-2020,3429,Income,,Cash,for bagrang textiles,,A Krishna,,,$Debt,2021-08-03,,,,,107,$Debt
24-07-2020,3700,Income,,Cash,market,,A Krishna,unclear,,$Debt,2021-08-05,,,,,191,$Debt
25-07-2020,-5,Personal,Gift,,,,krishna,,,SBI SALARY Account,,,1,PCS,,116,
25-07-2020,-20,Out Side Food,Snack,,,,શીંગ દાણા,,,My Cash,,,1,PCS,,114,
25-07-2020,-499,annual charges,renewal fees,,,,amc,unclear,,Tata Star Titanium Sbi Card,,,1,PCS,,122,
25-07-2020,-89.82,annual charges,gst,,,,gst over amc,unclear,,Tata Star Titanium Sbi Card,,,1,PCS,,123,
26-07-2020,-150,Household,Appliance,,,,charger cable,,,My Cash,,,1,PCS,,117,
27-07-2020,89.82,Income,Refund,Cash,,,gst reversed,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,182,
28-07-2020,10,Income,Cashback,Cash,,,Vodafone,cleared,,Freecharge,Rakesh,,1,PCS,,336,
28-07-2020,-10,Utilities,Telephone,,via freecharge,,Vodafone,cleared,,SBI SALARY Account,Rakesh,,1,PCS,,124,
28-07-2020,12,Income,Cashback,Cash,Vishal bill payment,,Vodafone,unclear,,Payzapp,,,1,PCS,,125,
28-07-2020,499,Income,Account Transfer,Cash,,,Tata Star Titanium Sbi Card,unclear,,Tata Star Titanium Sbi Card,,,1,PCS,,181,
28-07-2020,-130,Groceries,milk and dairy products,,,,shiv shakti super store,unclear,,SBI SALARY Account,,,1,PCS,,132,
28-07-2020,-433.82,Groceries,shopping mall,,,,bigbasket,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,126,
28-07-2020,-347,Groceries,shopping mall,,,,bigbasket,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,127,
29-07-2020,-1161,Groceries,shopping mall,,,,bigbasket,cleared,,Payzapp,,,1,PCS,,263,
29-07-2020,2850,Income,Equities,,,,fdc,cleared,2020-07-29-20-22-00-124.jpg,Zerodha,,,1,PCS,,134,
29-07-2020,428,Income,Equities,,,,tata consumer,cleared,2020-07-29-20-23-00-160.jpg,Zerodha,,,1,PCS,,135,
29-07-2020,-3.14,Equity Cash Market,Tax over equity,,,,fdc  tata consumer,unclear,,Zerodha,,,1,PCS,,136,
29-07-2020,-103,Groceries,shopping mall,,1264 total,,bigbasket,cleared,,Payzapp,,,1,PCS,,129,
29-07-2020,1161,Income,Account Transfer,Cash,Transfer:for bigbasket,,Tata Star Titanium Sbi Card,cleared,,Payzapp,,,,,,404,
29-07-2020,-119,Groceries,milk and dairy products,,,,shiv shakti super store,unclear,,SBI218,,,1,PCS,,133,
29-07-2020,-1161,Groceries,shopping mall,,,,bigbasket,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,399,
30-07-2020,2200,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,137,
30-07-2020,-7750,Equity Cash Market,,,,,Laurus lab,cleared,2020-07-30-12-04-00-32.jpg,Zerodha,,,1,PCS,,145,
30-07-2020,-9.31,Equity Cash Market,Tax over equity,,,,Laurus lab,cleared,,Zerodha,,,1,PCS,,146,
30-07-2020,77,Income,,Cash,L-Dio1  strepsils,,A Krishna,unclear,,$Debt,2021-08-05,,,,,193,$Debt
30-07-2020,600,Income,,Cash,for કામવાળી,,A Krishna,unclear,,$Debt,2021-08-05,,,,,194,$Debt
31-07-2020,-15.93,Equity Cash Market,Tax over equity,,,,fdc,cleared,,Zerodha,,,1,PCS,,161,
31-07-2020,-15.93,Equity Cash Market,Tax over equity,,,,tata consumer,cleared,,Zerodha,,,1,PCS,,162,
31-07-2020,17178,Income,Account Transfer,Cash,Transfer:31-07-2020 11:56:02,,SBI218,cleared,,Zerodha,,,,,,143,
31-07-2020,-8.16,Equity Cash Market,Tax over equity,,,,sun pharma,cleared,,Zerodha,,,1,PCS,,149,
31-07-2020,11000,Income,Rent,,,,arunbhai,cleared,,SBI218,,,1,PCS,,138,
31-07-2020,-3000.0,Account Transfer,,Cash,Transfer:for mab,,SBI SALARY Account,cleared,,SBI218,,,,,,139,
31-07-2020,3000,Income,Account Transfer,Cash,Transfer:for mab,,SBI218,cleared,,SBI SALARY Account,,,,,,140,
31-07-2020,17178,Income,Borrowed,,for equity,,maxgain gain,cleared,,SBI218,,,1,PCS,,141,
31-07-2020,-17178.0,Account Transfer,,Cash,Transfer:31-07-2020 11:56:02,,Zerodha,cleared,,SBI218,,,,,,142,
31-07-2020,165,Income,,,(528-517)x15 intraday,,sun pharma,cleared,2020-07-31-11-56-00-17.jpg,Zerodha,,,1,PCS,,144,
31-07-2020,-3000,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,147,
31-07-2020,3500,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,148,
01-08-2020,3310,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,150,
01-08-2020,-1200,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,151,
02-08-2020,-86,Groceries,milk and dairy products,,2 butter milk  ગોળ,,shiv shakti super store,cleared,,SBI218,,,1,PCS,,152,
02-08-2020,800,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,153,
03-08-2020,10000,Income,Equities,,1000x1p,,Laurus,cleared,2020-08-03-17-26-00-1.jpg,Zerodha,,,1,PCS,,171,
03-08-2020,7630,Income,Equities,,109x70,,nocil,cleared,2020-08-03-17-27-00-982.jpg,Zerodha,,,1,PCS,,172,
03-08-2020,-18.62,Equity Cash Market,Tax over equity,,,,Laurus lab  nocil,unclear,,Zerodha,,,1,PCS,,173,
03-08-2020,-15.93,Equity Cash Market,DP Charges for Sale,,,,nocil,cleared,,Zerodha,,,1,PCS,,174,
03-08-2020,-15.93,Equity Cash Market,DP Charges for Sale,,,,Laurus lab,cleared,,Zerodha,,,1,PCS,,175,
03-08-2020,700,Income,,Cash,રક્ષાબંધન gift,,A Krishna,unclear,,$Debt,2021-08-05,,,,,192,$Debt
04-08-2020,-7960,Equity Cash Market,,,398x20,,cadilahc,cleared,2020-08-04-09-38-00-221.jpg,Zerodha,,,1,PCS,,177,
04-08-2020,-1000,Equity Cash Market,,,,,DSP WORLD GOLD FUND,cleared,,Zerodha,,,1,PCS,,215,
04-08-2020,-360,Out Side Food,Restaurant,,,,swiggy,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,242,
04-08-2020,-58,Groceries,milk and dairy products,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,155,
04-08-2020,-130,Out Side Food,Snack,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,156,
04-08-2020,-10,Groceries,કર્યાણું,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,157,
04-08-2020,-115,Out Side Food,Snack,,dish wash liquid (100)  15 disposal wash,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,158,
04-08-2020,-2561.87,Account Transfer,,Cash,Transfer:Krishna ના payment માટે,,PayTM,cleared,,Tata Star Titanium Sbi Card,,,,,,159,
04-08-2020,2561.87,Income,Account Transfer,Cash,Transfer:Krishna ના payment માટે,,Tata Star Titanium Sbi Card,cleared,,PayTM,,,,,,160,
04-08-2020,3429,Lend,lend,,from previous wallet loan,,Krishna,cleared,,My Cash,,,1,PCS,,163,
04-08-2020,-3429,adjustments,adjustments,,,,adjustments,cleared,,My Cash,,,1,PCS,,164,
04-08-2020,677,Lend,lend,,L-Dio1  strepsils kamvali,,Krishna,cleared,,My Cash,,,1,PCS,,165,
04-08-2020,700,Lend,lend,,gift to sumitaben  mital,,Krishna,cleared,,My Cash,,,1,PCS,,166,
04-08-2020,-500,Personal,Gift,,રક્ષાબંધન l,,sumitaben,cleared,,My Cash,,,1,PCS,,167,
04-08-2020,-200,Personal,Gift,,રક્ષાબંધન,,mittal,cleared,,My Cash,,,1,PCS,,168,
04-08-2020,-600,Household,Home Maintenance,,,,કામવાળી,cleared,,My Cash,,,1,PCS,,169,
04-08-2020,-77,Health Care,Medical,,,,L-Dio1  strepsils,cleared,,My Cash,,,1,PCS,,170,
04-08-2020,-9.32,Equity Cash Market,Tax over equity,,398x20,,cadilahc,cleared,,Zerodha,,,1,PCS,,176,
04-08-2020,300,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,179,
04-08-2020,-2700,Uncategorized,,Cash,chaniya choli paytm,,A Krishna,unclear,,$Debt,2021-08-05,,,,,195,$Debt
05-08-2020,-5375,Young collection,Dress supplies,,,,Young collection,Buy,2020-08-05-12-51-00-789.jpg,My Cash,,,1,PCS,,178,
05-08-2020,-50,adjustments,adjustments,,,,adjustments,cleared,,My Cash,,,1,PCS,,180,
05-08-2020,90498,Income,Salary,,July salary,,surat municipal corporation,cleared,,SBI SALARY Account,,,1,PCS,,183,
05-08-2020,-8516.18,Account Transfer,,Cash,Transfer:05-08-2020 14:44:47,,Tata Star Titanium Sbi Card,unclear,,SBI SALARY Account,,,,,,184,
05-08-2020,8516.18,Income,Account Transfer,Cash,Transfer:05-08-2020 14:44:47,,SBI SALARY Account,unclear,,Tata Star Titanium Sbi Card,,,,,,185,
05-08-2020,-12000,Household,Rent,,July rent,,arunbhai,cleared,,SBI SALARY Account,,,1,PCS,,186,
05-08-2020,7,Income,Promotonal,,,,cred,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,187,
05-08-2020,-20000,Liability,Parents,,,,parents expenses,cleared,,SBI SALARY Account,,,1,PCS,,188,
05-08-2020,-4700,Health Care,Medical,,,,unipath lab,cleared,,SBI SALARY Account,,,1,PCS,,189,
05-08-2020,-3880,Health Care,Medical,,,,unipath lab,cleared,,SBI218,,,1,PCS,,190,
05-08-2020,600,Income,Young collection,,,,Young collection,Sale,,SBI218,Young collection sale,,1,PCS,,196,
05-08-2020,50,Lend,lend,,for eggs,,Krishna,cleared,,My Cash,,,1,PCS,,202,
05-08-2020,-50,Groceries,Eggs,,,,egg stor,unclear,,My Cash,,,1,PCS,,203,
05-08-2020,3480,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,197,
05-08-2020,-2700,Lend,lend,,,,Krishna,cleared,,PayTM,,,1,PCS,,198,
05-08-2020,-5,Uncategorized,,Cash,,,A Krishna,unclear,,$Debt,2021-08-05,,,,,199,$Debt
05-08-2020,-6,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,200,
06-08-2020,75,Income,Cashback,,,,tata sky,cleared,,Payzapp,,,1,PCS,,264,
06-08-2020,-14100,Equity Cash Market,,,141x100,,Jyothi labs,cleared,2020-08-06-09-41-00-378.jpg,Zerodha,,,1,PCS,,213,
06-08-2020,-16.48,Equity Cash Market,Tax over equity,,,,Jyothi labs,cleared,,Zerodha,,,1,PCS,,214,
06-08-2020,1300,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,201,
06-08-2020,950,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,206,
06-08-2020,-1900,Young collection,Office Furniture,,dummy,,Young collection,cleared,,My Cash,,,1,PCS,,204,
06-08-2020,-3000,Young collection,Dress supplies,,,,Young collection,Buy,2020-08-06-15-50-00-874.jpg,SBI SALARY Account,,,1,PCS,,205,
06-08-2020,-4900,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,207,
06-08-2020,10773,Income,Dividend,,,,smc credit society,cleared,,SBI SALARY Account,,,1,PCS,,208,
06-08-2020,-20,Household,Home Maintenance,,,,ironing,cleared,,My Cash,,,1,PCS,,209,
07-08-2020,6999.00,Income,Equities,,,,torrent power,cleared,2020-08-07-09-36-00-93.jpg,Zerodha,,,1,PCS,,212,
07-08-2020,18150.00,Income,Equities,,3025x6,,alkem,cleared,2020-08-07-13-31-00-355.jpg,Zerodha,,,1,PCS,,216,
07-08-2020,-2480,Equity Cash Market,,,,,emami,cleared,2020-08-07-13-32-00-680.jpg,Zerodha,,,1,PCS,,217,
07-08-2020,-28.92,Equity Cash Market,Tax over equity,,,,Alkem  torrent power  emami,unclear,,Zerodha,,,1,PCS,,218,
07-08-2020,-15.93,Equity Cash Market,Tax over equity,,,,Alkem,cleared,,Zerodha,,,1,PCS,,219,
07-08-2020,-15.93,Equity Cash Market,Tax over equity,,,,torrent power,cleared,,Zerodha,,,1,PCS,,220,
07-08-2020,2000,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,222,
08-08-2020,-435.27,Groceries,vegetables and fruits,,,,jiomart,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,221,
08-08-2020,-4925,Young collection,Dress supplies,,,,Young collection,Buy,,SBI SALARY Account,,,1,PCS,,223,
08-08-2020,-2940.20,Groceries,online store,,,,jiomart,cleared,,Citi Rewards Card,,,1,PCS,,224,
09-08-2020,-200,Automobile,Petrol,,,,jupiter petrol,cleared,,My Cash,,,1,PCS,,240,
09-08-2020,-80,Household,Appliance,,,,charger cable,cleared,,My Cash,,,1,PCS,,225,
09-08-2020,-30,Groceries,કર્યાણું,,,,flour mil,cleared,,My Cash,,,1,PCS,,226,
09-08-2020,-100,Groceries,vegetables and fruits,,,,pineapple,cleared,,My Cash,,,1,PCS,,227,
09-08-2020,-30,Groceries,vegetables and fruits,,,,,cleared,,My Cash,,,1,PCS,,228,
09-08-2020,-440.00,Out Side Food,Snack,,,,,cleared,,My Cash,,,1,PCS,,229,
10-08-2020,298,Income,Cashback,,,,jiomart,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,405,
10-08-2020,10,Income,,,,,,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,406,
10-08-2020,3460,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,230,
10-08-2020,-1250,Young collection,Office Furniture,,banner,,Young collection,cleared,,My Cash,,,1,PCS,,231,
10-08-2020,-17178,Home Loan,Home Equity,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,237,
11-08-2020,-15.93,Equity Cash Market,DP Charges for Sale,,DP Charges for Sale of DEEPAKNTR on 06/05/2020,,Deepak Nitrite,cleared,,Zerodha,,,1,PCS,,253,
11-08-2020,-2,miscellaneous,miscellaneous,,,,xerox,cleared,,My Cash,,,1,PCS,,232,
